Farmer No.,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
1075,0,0,0,0,0,"6,691","20,295","22,732","10,855","28,607","23,269","27,786","38,081","45,531","62,152","62,307","38,352","34,410","24,653","27,814","27,491","27,305","48,607","25,636","20,033","54,084","47,829","44,536","47,438","36,636","16,973","8,537","9,314","7,025","6,825","5,998","4,801","7,510","13,152","7,781","5,745","11,466","12,612","7,898","5,015","3,273","10,432","10,222","12,231","7,851","9,246","14,787"
1076,"6,587","8,293","4,587","6,160","6,273","10,758","10,064","6,749","3,660","8,999","11,138","12,521","10,590","11,768","14,656","20,253","28,797","27,129","30,670","38,639","43,762","38,249","43,392","44,764","40,920","39,870","47,856","43,832","42,276","46,013","50,716","39,560","30,030","28,285","22,911","25,192","22,066","15,491","21,269","14,792","17,181","14,145","20,705","19,172","13,363","10,869","16,223","12,613","11,666","8,071","3,659","9,537"
1077,0,525,"1,242","2,364","3,368","4,252","4,473","4,582","2,707","5,003","3,631","4,555","3,641","3,333","5,398","5,346","6,440","5,686","8,558","8,459","8,824","8,547","7,392","6,489","6,572","7,837","8,309","8,788","8,832","8,773","7,690","7,032","7,962","7,473","5,807","5,705","4,770","3,746","2,938","2,800","2,511","1,388","1,428","1,368","1,083","1,591","2,681","3,698","5,132","4,852","4,640","4,323"
1078,"1,211",0,"4,934","7,782","6,337","11,864","12,422","17,429","13,620","28,296","20,578","19,318","20,532","22,330","23,027","23,104","19,900","16,996","17,623","21,410","20,528","18,767","20,084","20,643","20,106","20,700","21,207","20,936","21,346","19,929","22,654","16,620","7,654","12,761","12,655","9,259","7,449","5,109","6,276","4,617","3,866","4,713","4,426","6,194","3,888","5,500","2,349","4,082","4,202","3,210","3,302","5,116"
1079,"34,841","19,225","21,725","20,092","20,927","22,949","2,482","1,298",0,"1,679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,055"
1080,"40,390","70,771","17,401","35,912","34,240","36,383","14,626","22,260","2,721","29,066","15,878","27,039","26,242","31,325","41,926","49,901","51,026","55,822","39,876","48,969","106,623","105,704","134,682","78,235","56,107","64,287","86,763","67,212","97,795","53,483","31,536","24,009","18,029","14,466","19,952","21,069","8,763","7,103","4,954","4,762","4,107","5,072","5,021","7,436","1,042","6,837","7,498","5,153","12,878","42,391","20,374","19,791"
1081,"8,246","9,260","11,714","11,656","5,438","3,852","10,522","8,567","7,516","11,076","7,756","4,693","5,505","9,443","40,935","53,449","62,406","39,850","64,778","41,970","52,014","52,098","58,725","47,492","65,760","68,046","84,872","87,696","80,861","65,921","40,899","26,921","14,487","16,329","4,802","4,095","2,385",0,0,"1,492",0,700,0,"3,796",0,0,0,0,"1,056","2,086","2,454","2,018"
1082,0,0,0,0,0,0,"2,663","3,881","4,701","26,256","28,427","41,081","55,244","58,553","75,603","80,680","92,931","101,479","104,648","107,754","109,565","109,568","114,742","109,890","117,112","119,518","117,164","120,317","100,089","109,477","113,313","106,873","102,765","116,158","94,251","90,159","85,108","75,060","86,738","72,264","69,414","62,161","85,081","78,182","69,000","74,478","65,746","56,289","53,809","50,756","46,084","62,434"
1083,0,"26,037","39,412","46,595","31,685","39,682","50,675","55,113","32,669","73,715","62,827","86,402","74,436","81,963","85,950","91,562","87,129","90,523","89,122","88,004","94,634","108,773","114,994","128,544","108,131","94,918","89,333","94,265","88,971","93,642","98,640","87,467","80,487","80,759","50,481","51,540","61,019","47,722","56,348","44,704","28,516","26,599","33,490","28,453","22,974","30,582","26,564","14,382","16,753","16,605","10,622","18,639"
1084,"26,791","11,136",0,0,0,0,0,0,0,0,0,"23,436","40,478","71,513","94,300","50,626","51,204","60,571","65,214","77,267","72,545","65,635","68,059","74,162","72,514","73,416","70,910","76,952","70,999","79,254","82,556","74,116","81,674","92,478","83,937","85,853","90,043","89,681","98,790","93,273","83,741","72,399","90,255","88,125","81,759","99,936","82,870","64,545","58,204","51,785","39,422","51,844"
1085,"5,536","6,977","12,255","19,863","13,032","11,474","7,500","4,459",0,0,0,0,0,0,0,0,0,"7,113","24,034","32,185","36,025","45,350","77,887","82,694","129,976","138,328","185,477","170,294","181,537","108,719","103,907","57,794","58,937","20,411","9,298","18,006","8,338","11,284","15,339","16,833","15,211","24,079","23,523","21,410","15,322","13,583","10,724","10,733","11,964","9,872","9,273","14,248"
1086,"6,308","7,277","6,787","5,530","6,347","4,970","3,813","2,565","1,584","5,471","4,466","4,761","4,047","5,200","7,857","11,983","12,073","11,068","10,667","6,312","7,929","14,837","10,877","8,569","14,308","11,262","14,738","14,328","4,586","3,919","7,479","14,623","13,002","13,882","11,966","11,189","8,328","9,453","10,362","10,797","8,763","7,443","8,731","9,784","12,928","13,977","13,119","12,107","12,078","12,362","9,816","9,834"
1087,"37,727","25,734","34,529","29,258","28,656","40,501","40,635","34,462","9,601","25,603","19,814","19,871","27,217","21,393","29,767","47,174","42,815","57,033","33,914","52,246","55,923","67,886","60,948","59,173","62,200","60,798","61,643","62,668","63,106","72,576","75,779","70,157","74,630","79,595","68,350","57,334","34,409","35,924","71,058","71,715","49,367","35,902","53,567","53,708","57,645","60,652","49,863","15,412","10,405","9,749","7,253","10,546"
1088,"25,754","14,762","1,076",0,0,0,0,0,0,0,0,"34,544","57,046","78,825","98,698","110,302","112,198","113,885","110,809","122,287","120,542","117,331","112,421","111,435","105,468","106,868","105,322","84,485","77,101","95,654","101,306","82,641","83,627","101,411","78,774","75,399","79,103","79,805","82,785","63,381","60,461","50,875","65,969","57,646","47,807","51,101","46,712","32,416","28,089","27,942","23,133","29,828"
1089,0,0,"5,881","15,699","17,305","21,530","36,672","33,326","16,793","37,115","38,944","38,810","33,613","39,419","38,706","42,524","41,064","53,637","58,985","58,692","58,369","61,448","55,385","52,249","40,281","52,900","61,043","65,287","49,970","56,645","58,069","38,427","44,820","42,618","28,171","39,738","41,579","36,390","40,932","37,133","24,605","25,648","28,414","34,085","31,154","15,906","18,701","13,223","12,806","12,943","9,879","17,733"
1090,"13,177","8,059","11,949","18,099","8,279","13,436","10,858","27,738","20,041","37,567","12,758","21,437","16,504","23,367","29,053","35,705","30,021","66,362","55,869","60,117","67,446","44,640","55,068","41,431","54,518","30,512","56,819","71,496","72,315","40,633","44,474","21,909","20,612","13,566","16,613","8,705","6,933","2,975","5,115","4,508","4,068","9,922","15,810","12,569","10,706","5,214","6,322","7,667","12,146","23,956","14,945","26,312"
1091,"3,081","1,426",532,"1,901",0,0,"6,036","4,856","2,396","5,468","3,479","4,137","1,697",0,"5,443","7,789","9,168","9,080","15,660","17,132","18,763","18,443","21,184","21,704","20,134","21,876","21,196","20,422","19,765","17,108","18,713","11,848","11,768","12,218","11,472","13,535","13,018","11,769","9,159","10,515","7,163","4,797","6,341","4,920","4,889","3,667","3,891","5,277","12,375","11,789","5,407","8,168"
1092,"11,570",0,0,0,"2,627","4,619","9,787","11,207",0,"4,427","43,529","61,764","57,393","62,885","87,392","98,891","76,538","69,032","75,195","76,665","92,193","65,530","122,713","72,766","73,411","52,507","52,174","56,822","40,920","42,962","33,884","5,471","22,710","6,538","18,486","3,007","11,371","17,568","7,696","6,230","4,790","5,642","8,167","6,808","1,210",0,"2,599","5,285","11,078","4,648","3,105","4,241"
1093,"1,878",432,0,0,0,0,0,134,839,"3,230","4,858","5,999","6,106","6,636","7,842","7,593","6,566","5,190","5,571","4,774","4,580","4,143","3,191","2,074","1,605","1,314","1,355","1,193","1,116","3,709","4,888","4,308","3,752","2,767","2,778","2,363","3,283","3,850","3,643","3,963","4,290","4,491","3,880","5,533","6,207","5,923","6,688","6,663","6,182","6,340","6,157","6,272"
1094,"6,080","4,155","2,356","10,730","9,160","27,976","24,779","14,783","8,283","14,449","26,397","36,090","23,914","41,411","76,574","75,241","79,921","83,172","94,483","91,512","117,583","91,896","94,834","87,447","110,123","116,750","123,034","145,080","147,322","144,410","125,667","91,186","42,862","22,067","22,889","19,234",0,0,0,0,0,0,"20,313","7,111","5,374","2,609",0,0,0,"10,471","1,994","10,157"
1095,0,0,0,0,0,"2,222","2,468","6,841","4,991","10,826","8,557","15,523","16,589","23,154","33,383","36,766","46,194","16,038","10,146","4,247","7,203","19,869","23,495","31,791","61,478","77,729","45,045","42,289","61,547","57,339","41,462","9,830","17,996","6,914","3,854","5,017","5,369","8,068","5,148","9,371","7,646","5,270","14,408","13,360","11,077","2,130","4,029","6,489","11,398","5,022","4,533","5,802"
1096,"1,589",519,196,0,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,294","4,253","5,224","5,282","5,071","5,257","4,948","5,850","5,750","6,290","6,579","6,472","6,402","6,632","7,570","7,100","7,115","7,119","7,623","7,718","6,731","4,766","7,706","8,872","6,454","2,034","2,325"
1097,0,"6,309","5,014","4,616","3,230","3,003","3,011","2,515","2,020","4,126","2,282",0,0,0,0,"2,400","4,459","7,214","8,456","13,188","16,434","18,172","18,640","23,929","28,661","31,153","38,217","35,870","36,217","39,311","34,982","26,115","19,891","18,204","16,523","12,610","6,131","9,763","8,642","10,270","7,748","8,266","11,947","10,830","4,249",0,"1,020",730,"1,068","2,268","3,899","1,308"
1098,"30,285","21,339","30,427","25,523","28,072","32,249","49,957","59,671","29,043","76,794","40,053","38,683","35,783","36,350","33,738","31,761","35,485","37,513","36,866","32,599","34,992","41,188","56,129","46,407","49,342","43,970","50,676","44,857","45,664","44,636","45,642","37,600","43,063","37,423","31,183","29,775","28,763","25,830","22,273","23,089","21,625","23,647","25,008","20,518","21,789","21,052","17,241","15,044","16,959","11,156","7,442","12,917"
1099,"1,691","2,547","2,041","1,850","1,974","2,111","2,232","3,395","1,874","5,232","3,667","3,687","3,586","3,100","3,714","3,348","3,564","3,580","3,414","3,494","3,512","3,603","2,713","3,495","4,571","5,217","5,041","5,140","8,723","4,893","3,841","2,497","2,155","2,615","2,671","2,904","4,457","4,486","4,387","4,172","3,724",0,0,0,"3,596","3,336","2,596","3,376","3,750","3,621","2,526","2,882"
1100,"2,466","2,296","3,961","2,466","1,947","5,390","7,869","6,553","3,625","4,805","5,155","7,354","6,985","8,427","9,787","13,214","11,976","10,621","10,771","18,297","13,713","11,232","16,088","14,676","13,054","47,959","43,383","60,932","48,378","33,217","35,546","29,444","24,232","27,538","24,287","25,478","7,486","2,725","1,955","1,877","1,565","1,562","2,970","2,092","1,930","2,231","1,850","4,956","2,760","2,447","2,481","1,922"
1101,115,299,973,605,966,849,254,0,0,0,0,0,0,0,126,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,"1,410","1,170",766,102,0,0,0,614,721,982,695,530,483
1102,"5,204","3,832","2,906","3,015","3,774","4,311","3,751","2,753","1,700","3,373","5,170","6,838","6,587","7,972","14,779","16,638","16,047","12,930","13,663","15,052","15,799","14,989","14,525","12,960","14,152","13,135","14,629","14,628","9,305","10,257","6,397","5,564","6,074","7,235","4,523","4,109","2,358","1,967","3,833","2,204","1,941","2,436","2,755","1,458","1,897","2,514","1,022","2,206","1,938","1,991","1,158","3,261"
1103,"19,421","22,734","28,521","29,788",0,"22,329","35,983","18,658",0,"32,369","16,810","31,528","46,277","45,714","79,009","97,262","125,303","36,057","47,089","46,401","55,458","75,538","73,421","122,321","129,685","131,897","131,265","150,875","161,167","123,466","57,864","37,188","32,290","26,488","17,345","11,343","16,782","11,623","8,091","10,208","12,809","10,679","12,808","20,124","22,310","15,342","14,801","14,052","15,776","10,840","7,643","8,034"
1104,0,0,0,0,0,0,0,"8,242","14,386","91,638","70,893","71,699","74,371","82,334","87,489","90,646","88,889","83,341","78,113","87,969","86,943","85,543","89,263","95,730","91,894","126,049","132,459","143,045","138,684","153,423","164,329","141,499","145,090","147,322","132,724","147,330","133,258","121,942","136,093","143,614","118,915","104,421","122,505","122,342","102,426","97,055","118,602","109,542","95,206","104,332","96,174","101,285"
1105,0,0,0,0,"39,989","41,124","57,209","60,979","39,362","102,381","81,385","88,014","89,961","108,107","116,202","126,705","148,372","158,590","163,226","171,506","184,581","181,994","176,014","188,578","183,124","173,924","174,862","184,455","159,281","179,043","187,892","164,895","170,614","156,837","102,492","110,546","105,784","86,394","105,568","88,856","77,646","71,539","110,159","98,090","81,553","99,244","94,790","80,763","86,432","81,460","75,536","83,969"
1106,"8,355","6,113","4,505","5,865","9,099","14,903","21,570","22,549","11,016","32,478","21,328","21,259","18,748","15,200","19,872","21,800","14,849","18,641","20,573","18,598","20,742","17,715","19,937","14,755",0,0,0,0,"16,634","28,220","23,330","23,562","13,691","19,452","12,670","8,847","5,529","4,693","5,792","5,738","6,319","7,531","8,546","10,969","4,521",0,"4,005","6,882","5,936","6,241","4,684","7,115"
1107,0,0,0,"21,783","22,271","14,503","19,253","23,630","14,829","32,691","27,586","31,914","34,715","33,221","42,612","43,370","46,367","51,668","46,853","52,204","54,740","58,130","67,379","74,696","80,562","83,986","83,054","60,734","44,965","49,537","52,459","45,673","45,478","49,032","22,922","23,499","16,327","12,011","17,687","12,622","7,198","7,874","20,894","19,557","19,846","16,338","13,572","9,384","15,864","8,939","4,695","5,823"
1108,441,340,320,0,461,"1,344","1,080","1,163",822,"1,284",521,180,722,"1,201",725,435,594,202,0,0,207,581,222,138,759,"5,619","2,924","1,549","1,147","1,905","1,905","1,915",871,841,"1,637",417,"1,539",516,"1,186","3,522","3,723","1,625","1,112",829,479,838,831,803,535,193,0,0
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,627","10,868","16,981","25,156","14,319","18,164","13,974","25,879","31,139","32,355","19,207","25,789","28,797","31,768","29,534","26,569","16,305","12,147","10,441","6,176",547,238,0,0,0,0,742,"4,909","1,616","3,198","4,959",648,0,0,0,0,"3,534",569,"1,650"
1110,"1,717","19,225","15,370","1,134","1,093","3,827",942,202,332,0,0,345,0,0,781,587,964,185,0,"2,694","15,579","12,735","12,966","1,216","3,467","7,603","13,307","8,327","5,138","1,148",0,0,"1,119","5,638","1,086","1,905","2,492","2,561","2,558","1,956","1,968",0,"1,215","1,579",834,"8,658","5,069","6,378","6,132","4,480","2,417","2,970"
1111,"16,191","9,557","6,182","2,906","1,026","2,755",264,"2,215",656,"1,145",0,0,0,0,"1,040",345,401,724,"2,715","3,820","3,741","22,490","4,683","5,322","6,902","15,355","18,340","18,309","16,102","9,484","12,344","15,853","17,603","17,070","14,817","14,615","14,950","12,542","16,857","13,075","13,087","10,043","8,745","10,150","11,741","13,066","12,174","12,543","11,596","12,766","10,781","14,538"
1112,"9,647","6,074","6,804","8,183","10,660","20,591","6,721","6,253","1,854","5,442","9,632","8,083","8,135","9,906","6,216","12,595","29,635",647,0,"3,855","1,788","12,539","21,535","10,084","28,339","16,875","13,830","25,530","13,588","3,246","2,214","7,653","1,679",520,769,0,"1,782","2,431","2,379","4,355","1,317","2,796",0,"3,138",717,0,897,0,776,817,"1,867","1,853"
1113,"1,157","4,933",994,"1,143","1,052",928,937,"2,379","1,289","6,809","5,537","5,144","5,344","5,763","6,038","3,648","4,639","4,265","4,713","3,539","2,607","3,952","3,792","3,905","4,646","3,887","3,440","3,147","4,787","3,873","3,272","4,160","1,295","1,453",876,"1,360","1,664",311,190,211,211,90,0,409,0,105,0,0,0,0,0,425
1114,"13,262","10,652","11,169","12,455","12,422","17,897","15,698","13,251","8,130","26,780","20,158","18,276","18,889","19,013","20,280","21,031","19,775","23,949","38,491","38,715","36,520","32,812","32,247","34,052","34,672","34,522","34,149","37,484","35,812","35,650","41,218","36,589","38,106","41,020","35,014","37,306","35,126","37,060","41,524","38,734","33,425","30,778","41,520","38,569","35,030","32,921","35,950","32,276","30,070","28,323","18,817","19,765"
1115,"25,630","19,528","20,725","21,232","24,412","25,188","25,312","27,129","15,077","30,555","25,789","29,239","29,745","32,083","33,297","36,392","43,988","42,769","44,901","47,924","58,162","65,169","54,728","65,294","57,236","49,430","46,694","50,090","46,338","47,699","41,626","33,641","33,792","37,473","29,584","27,772","20,001","20,184","28,066","23,060","25,782","21,090","29,565","23,645","27,619","26,642","32,214","31,384","30,350","28,575","26,890","27,847"
1116,"4,066","5,008","3,577","4,982","5,757","9,344","10,184","9,691","9,363","25,038","22,251","20,772","20,891","21,985","15,062","13,699","13,104","18,965","20,307","20,042","22,000","20,136","21,242","19,517","22,597","24,101","20,557","23,533","22,375","27,720","20,784","17,447","19,739","21,673","20,294","24,058","23,260","19,415","22,428","20,931","14,820","14,791","24,250","24,936","21,139","25,143","22,866","20,719","14,237","10,286","7,430","13,558"
1117,"8,402","9,367","6,030","6,847","5,611","6,227","6,344","6,536","6,386","12,221","9,920","7,385","10,741","7,158","8,067","11,563","11,298","8,274","6,536","6,946","6,539","8,650","16,348","23,241","26,143","27,597","31,108","30,909","29,277","28,580","26,884","25,233","23,802","24,171","22,785","23,780","28,162","25,406","23,901","23,381","18,183","9,517","18,593","12,467","10,701","9,084","11,936","5,101","7,998","6,784","4,516","4,185"
1118,0,"236,986",0,0,289,0,0,529,0,0,806,"2,093","2,525","17,116","28,929","33,184","23,463","46,674","38,108","31,469","38,779","39,625","36,478","49,165","40,854","59,774","55,853","46,843","38,346","34,838","35,781","31,025","27,528","21,999","12,982","9,090","10,391","3,639","3,020","8,808","4,753","18,284","19,300","18,927","17,999","13,137","10,470","18,253","17,217","14,541","16,525","20,807"
